100,36601307189542
107,13725490196079
113,54248366013071
120,6797385620915
131,47712418300654
121,9607843137255
108,7843137254902
122,32679738562092
132,39215686274508
140,81045751633985
142,27450980392157
132,20915032679738
143,00653594771242
149,04575163398692
158,19607843137254
164,41830065359477
170,640522875817
173,20261437908496
177,22875816993462
186,37908496732024
195,71241830065358
210,16993464052285
219,13725490196077
233,96078431372547
231,76470588235293
232,49673202614377
239,26797385620915
239,81699346405227
229,38562091503266
239,63398692810458
239,08496732026143
231,03267973856208
232,8627450980392
221,88235294117646
218,0392156862745
203,94771241830065
193,51633986928104
177,22875816993462
169,1764705882353
174,48366013071893
179,05882352941177
188,39215686274508
180,52287581699346
191,5032679738562
203,3986928104575
195,52941176470586
204,6797385620915
216,20915032679738
216,75816993464053
210,35294117647058
200,83660130718954
194,98039215686273
202,11764705882354
209,0718954248366
200,2875816993464
190,0392156862745
194,6143790849673
200,1045751633987
187,2941176470588
180,52287581699346
183,08496732026143
173,20261437908496
170,8235294117647
173,3856209150327
177,77777777777777
179,79084967320262
195,8954248366013
189,30718954248366
200,83660130718954
186,9281045751634
198,8235294117647
188,20915032679738
178,69281045751632
174,11764705882354
168,62745098039215
166,06535947712416
164,60130718954247
169,5424836601307
164,7843137254902
150,32679738562092
139,16339869281046
129,281045751634
116,2875816993464
100,91503267973856
100,36601307189542
110,24836601307189
106,95424836601308
111,52941176470588
105,67320261437908
119,2156862745098
128,1830065359477
135,13725490196077
128
138,2483660130719
126,5359477124183
108,7843137254902
100,54901960784314
110,79738562091504
120,13071895424837
125,62091503267973
129,281045751634
119,76470588235294
117,20261437908496
117,56862745098039
113,54248366013071
117,38562091503267
117,38562091503267
119,76470588235294
129,4640522875817
141,90849673202615
151,79084967320262
159,2941176470588
157,4640522875817
166,98039215686273
159,84313725490196
158,19607843137254
149,9607843137255
151,79084967320262
157,281045751634
160,20915032679738
157,4640522875817
159,66013071895424
165,51633986928104
176,31372549019608
167,8954248366013
154,718954248366
161,49019607843138
158,7450980392157
149,22875816993462
147,58169934640523
144,2875816993464
149,04575163398692
155,81699346405227
159,2941176470588
161,30718954248366
159,47712418300654
